1,2022-09-03 10:06:50,737,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:50,813,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:50,881,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:50,952,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:51,28,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:51,96,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:51,168,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:51,244,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:51,312,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:51,385,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:51,461,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:51,530,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:51,601,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:51,678,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:51,748,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:51,819,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:51,896,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:51,964,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:52,35,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:52,111,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:52,182,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:52,254,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:52,331,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:52,398,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:52,470,test2,5,1.0,0.0,0.0,0.0,0.0
1,2022-09-03 10:06:52,547,test2,5,1.0,0.0,0.0,0.0,0.0
