12:25:00.424	0.034409	0.000017	0.860216
12:25:00.481	0.035371	0.000018	0.884273
12:25:00.540	0.034186	0.000017	0.854641
12:25:00.600	0.034933	0.000017	0.873316
12:25:00.659	0.033177	0.000017	0.829421
12:25:00.718	0.034106	0.000017	0.852641
12:25:00.777	0.034351	0.000017	0.858765
12:25:00.836	0.033991	0.000017	0.849787
12:25:00.893	0.035228	0.000018	0.880690
12:25:00.950	0.034460	0.000017	0.861499
12:25:01.008	0.033555	0.000017	0.838887
12:25:01.064	0.035430	0.000018	0.885752
12:25:01.121	0.033854	0.000017	0.846342
12:25:01.178	0.036189	0.000018	0.904713
12:25:01.235	0.033874	0.000017	0.846845
12:25:01.291	0.036621	0.000018	0.915532
12:25:01.348	0.032929	0.000016	0.823236
12:25:01.405	0.036725	0.000018	0.918127
12:25:01.461	0.034543	0.000017	0.863573
12:25:01.518	0.035694	0.000018	0.892353
12:25:01.577	0.034410	0.000017	0.860259
12:25:01.636	0.034298	0.000017	0.857452
12:25:01.694	0.036092	0.000018	0.902305
12:25:01.753	0.034625	0.000017	0.865633
12:25:01.812	0.035798	0.000018	0.894943
12:25:01.870	0.034915	0.000017	0.872869
12:25:01.927	0.035492	0.000018	0.887293
12:25:01.984	0.035321	0.000018	0.883024
12:25:02.041	0.034183	0.000017	0.854568
12:25:02.097	0.035604	0.000018	0.890098
12:25:02.154	0.034329	0.000017	0.858227
12:25:02.211	0.035083	0.000018	0.877076
12:25:02.267	0.034274	0.000017	0.856849
12:25:02.324	0.035113	0.000018	0.877837
12:25:02.381	0.035177	0.000018	0.879420
12:25:02.438	0.034563	0.000017	0.864064
12:25:02.494	0.034711	0.000017	0.867786
12:25:02.551	0.034708	0.000017	0.867705
12:25:02.608	0.035999	0.000018	0.899980
12:25:02.667	0.034571	0.000017	0.864278
12:25:02.726	0.034754	0.000017	0.868857
12:25:02.784	0.035456	0.000018	0.886393
12:25:02.843	0.035448	0.000018	0.886191
12:25:02.901	0.036998	0.000018	0.924945
12:25:02.961	0.035396	0.000018	0.884902
12:25:03.020	0.036754	0.000018	0.918862
12:25:03.078	0.035377	0.000018	0.884418
12:25:03.136	0.034614	0.000017	0.865350
12:25:03.195	0.033990	0.000017	0.849738
12:25:03.254	0.034942	0.000017	0.873545
12:25:03.312	0.035989	0.000018	0.899737
12:25:03.371	0.036750	0.000018	0.918746
12:25:03.429	0.036084	0.000018	0.902095
12:25:03.488	0.035011	0.000018	0.875264
12:25:03.546	0.035402	0.000018	0.885052
12:25:03.605	0.035816	0.000018	0.895399
12:25:03.663	0.037783	0.000019	0.944574
12:25:03.721	0.037874	0.000019	0.946844
12:25:03.780	0.035873	0.000018	0.896825
12:25:03.838	0.035351	0.000018	0.883773
12:25:03.897	0.037036	0.000019	0.925896
12:25:03.955	0.037406	0.000019	0.935155
12:25:04.014	0.035830	0.000018	0.895761
12:25:04.072	0.035209	0.000018	0.880230
12:25:04.131	0.034727	0.000017	0.868183
12:25:04.189	0.034293	0.000017	0.857324
12:25:04.248	0.034321	0.000017	0.858020
12:25:04.306	0.035512	0.000018	0.887796
12:25:04.364	0.035288	0.000018	0.882192
12:25:04.423	0.034432	0.000017	0.860812
12:25:04.482	0.034905	0.000017	0.872623
12:25:04.540	0.035236	0.000018	0.880909
12:25:04.598	0.035632	0.000018	0.890807
12:25:04.657	0.035232	0.000018	0.880800
12:25:04.715	0.033784	0.000017	0.844611
12:25:04.773	0.034287	0.000017	0.857172
12:25:04.832	0.034179	0.000017	0.854480
12:25:04.890	0.034621	0.000017	0.865535
12:25:04.949	0.034895	0.000017	0.872377
12:25:05.007	0.034864	0.000017	0.871608
12:25:05.066	0.034904	0.000017	0.872608
12:25:05.124	0.035600	0.000018	0.890007
12:25:05.182	0.035378	0.000018	0.884442
12:25:05.240	0.036142	0.000018	0.903549
12:25:05.299	0.036160	0.000018	0.904006
12:25:05.357	0.035139	0.000018	0.878476
12:25:05.415	0.035752	0.000018	0.893808
12:25:05.474	0.036122	0.000018	0.903055
12:25:05.532	0.036997	0.000018	0.924936
12:25:05.590	0.036749	0.000018	0.918735
12:25:05.649	0.036007	0.000018	0.900163
12:25:05.707	0.036378	0.000018	0.909442
12:25:05.766	0.037599	0.000019	0.939975
12:25:05.824	0.035269	0.000018	0.881725
12:25:05.883	0.036475	0.000018	0.911865
12:25:05.941	0.036291	0.000018	0.907264
12:25:05.999	0.035757	0.000018	0.893919
12:25:06.058	0.035397	0.000018	0.884924
12:25:06.116	0.035936	0.000018	0.898390
12:25:06.174	0.037149	0.000019	0.928714
12:25:06.232	0.036198	0.000018	0.904962
12:25:06.291	0.036321	0.000018	0.908020
12:25:06.349	0.035693	0.000018	0.892321
12:25:06.407	0.037258	0.000019	0.931442
12:25:06.466	0.036526	0.000018	0.913156
12:25:06.524	0.035192	0.000018	0.879797
12:25:06.582	0.035054	0.000018	0.876356
12:25:06.641	0.034712	0.000017	0.867802
12:25:06.699	0.036291	0.000018	0.907284
12:25:06.757	0.035205	0.000018	0.880132
12:25:06.815	0.033683	0.000017	0.842078
12:25:06.874	0.034629	0.000017	0.865722
12:25:06.932	0.035209	0.000018	0.880229
12:25:06.990	0.035015	0.000018	0.875374
12:25:07.049	0.035975	0.000018	0.899370
12:25:07.107	0.035135	0.000018	0.878381
12:25:07.166	0.035319	0.000018	0.882978
12:25:07.224	0.035898	0.000018	0.897456
12:25:07.282	0.035482	0.000018	0.887040
12:25:07.341	0.035042	0.000018	0.876061
12:25:07.399	0.035214	0.000018	0.880361
12:25:07.457	0.034640	0.000017	0.865994
12:25:07.515	0.035713	0.000018	0.892832
12:25:07.574	0.035740	0.000018	0.893509
12:25:07.632	0.035065	0.000018	0.876615
12:25:07.691	0.034721	0.000017	0.868027
12:25:07.749	0.034178	0.000017	0.854455
12:25:07.808	0.034850	0.000017	0.871249
12:25:07.866	0.034679	0.000017	0.866975
12:25:07.924	0.033932	0.000017	0.848298
12:25:07.983	0.033140	0.000017	0.828507
12:25:08.041	0.034418	0.000017	0.860448
12:25:08.099	0.035153	0.000018	0.878829
12:25:08.157	0.033388	0.000017	0.834693
12:25:08.216	0.034014	0.000017	0.850355
12:25:08.274	0.034615	0.000017	0.865377
12:25:08.332	0.035324	0.000018	0.883091
12:25:08.391	0.034995	0.000017	0.874878
12:25:08.449	0.033556	0.000017	0.838907
12:25:08.508	0.033933	0.000017	0.848328
12:25:08.566	0.034879	0.000017	0.871987
12:25:08.625	0.035532	0.000018	0.888301
12:25:08.683	0.036771	0.000018	0.919267
12:25:08.741	0.035858	0.000018	0.896447
12:25:08.800	0.034704	0.000017	0.867598
12:25:08.858	0.034967	0.000017	0.874181
12:25:08.916	0.035975	0.000018	0.899375
12:25:08.974	0.035285	0.000018	0.882137
12:25:09.032	0.034276	0.000017	0.856899
12:25:09.091	0.033468	0.000017	0.836710
12:25:09.150	0.034134	0.000017	0.853350
12:25:09.208	0.033984	0.000017	0.849612
12:25:09.266	0.035224	0.000018	0.880594
12:25:09.325	0.034180	0.000017	0.854495
12:25:09.383	0.032763	0.000016	0.819063
12:25:09.441	0.033499	0.000017	0.837468
12:25:09.500	0.035382	0.000018	0.884538
12:25:09.558	0.035058	0.000018	0.876452
12:25:09.616	0.034067	0.000017	0.851671
12:25:09.675	0.033411	0.000017	0.835269
12:25:09.733	0.034602	0.000017	0.865047
12:25:09.792	0.035184	0.000018	0.879597
12:25:09.850	0.035541	0.000018	0.888514
12:25:09.909	0.033085	0.000017	0.827137
12:25:09.967	0.032854	0.000016	0.821358
12:25:10.025	0.034206	0.000017	0.855140
12:25:10.084	0.035228	0.000018	0.880694
12:25:10.142	0.035086	0.000018	0.877144
12:25:10.200	0.034779	0.000017	0.869474
12:25:10.259	0.034290	0.000017	0.857258
12:25:10.317	0.034194	0.000017	0.854850
12:25:10.375	0.035602	0.000018	0.890051
12:25:10.433	0.034326	0.000017	0.858146
12:25:10.492	0.033490	0.000017	0.837243
12:25:10.550	0.033794	0.000017	0.844839
12:25:10.609	0.034750	0.000017	0.868738
12:25:10.667	0.035899	0.000018	0.897485
12:25:10.726	0.035068	0.000018	0.876706
12:25:10.784	0.033721	0.000017	0.843030
12:25:10.842	0.034727	0.000017	0.868168
12:25:10.900	0.035424	0.000018	0.885612
12:25:10.959	0.034708	0.000017	0.867696
12:25:11.017	0.034412	0.000017	0.860306
12:25:11.075	0.033444	0.000017	0.836092
12:25:11.133	0.034479	0.000017	0.861981
12:25:11.192	0.036237	0.000018	0.905935
12:25:11.250	0.034675	0.000017	0.866868
12:25:11.308	0.034516	0.000017	0.862896
12:25:11.367	0.034643	0.000017	0.866064
12:25:11.425	0.035494	0.000018	0.887360
12:25:11.483	0.035409	0.000018	0.885234
12:25:11.542	0.033626	0.000017	0.840653
12:25:11.600	0.032935	0.000016	0.823365
12:25:11.658	0.033029	0.000017	0.825730
12:25:11.717	0.034693	0.000017	0.867333
12:25:11.775	0.034833	0.000017	0.870835
12:25:11.834	0.034831	0.000017	0.870783
12:25:11.892	0.035306	0.000018	0.882650
12:25:11.951	0.034974	0.000017	0.874347
12:25:12.009	0.033521	0.000017	0.838035
12:25:12.067	0.033573	0.000017	0.839325
12:25:12.126	0.033914	0.000017	0.847851
12:25:12.184	0.033715	0.000017	0.842867
12:25:12.243	0.034178	0.000017	0.854448
12:25:12.301	0.034147	0.000017	0.853677
12:25:12.359	0.034309	0.000017	0.857725
12:25:12.418	0.034036	0.000017	0.850909
12:25:12.476	0.032958	0.000016	0.823953
12:25:12.534	0.034001	0.000017	0.850024
12:25:12.593	0.034459	0.000017	0.861484
12:25:12.651	0.035323	0.000018	0.883071
12:25:12.709	0.034197	0.000017	0.854937
12:25:12.767	0.033614	0.000017	0.840338
12:25:12.825	0.034701	0.000017	0.867525
12:25:12.884	0.034845	0.000017	0.871124
12:25:12.942	0.036524	0.000018	0.913098
12:25:13.000	0.036089	0.000018	0.902217
12:25:13.059	0.037323	0.000019	0.933071
12:25:13.117	0.036309	0.000018	0.907729
12:25:13.178	0.035969	0.000018	0.899229
12:25:13.236	0.034862	0.000017	0.871544
12:25:13.293	0.037025	0.000019	0.925613
12:25:13.349	0.035142	0.000018	0.878550
12:25:13.406	0.037763	0.000019	0.944068
12:25:13.463	0.035270	0.000018	0.881761
12:25:13.520	0.037481	0.000019	0.937021
12:25:13.576	0.035527	0.000018	0.888173
12:25:13.633	0.036733	0.000018	0.918329
12:25:13.690	0.036506	0.000018	0.912652
12:25:13.747	0.036938	0.000018	0.923447
12:25:13.803	0.037711	0.000019	0.942786
12:25:13.860	0.037436	0.000019	0.935909
12:25:13.917	0.035788	0.000018	0.894710
