 ADC1 IN0 = 5.080000
ADC1 IN0 = 0.092051
ADC1 IN0 = 5.080000
ADC1 IN0 = 0.097550
ADC1 IN0 = 0.073010
ADC1 IN0 = 5.080000
ADC1 IN0 = 0.081297
ADC1 IN0 = 5.080000
ADC1 IN0 = 0.097808
ADC1 IN0 = 5.080000
ADC1 IN0 = 0.105476
ADC1 IN0 = 0.079692
ADC1 IN0 = 5.080000
ADC1 IN0 = 0.076382
ADC1 IN0 = 5.080000
ADC1 IN0 = 0.083841
ADC1 IN0 = 5.080000
ADC1 IN0 = 0.092039
ADC1 IN0 = 0.118425
ADC1 IN0 = 5.080000
ADC1 IN0 = 0.082814
ADC1 IN0 = 5.080000
ADC1 IN0 = 0.106693
ADC1 IN0 = 5.080000
ADC1 IN0 = 0.095219
ADC1 IN0 = 0.116465
ADC1 IN0 = 5.080000
ADC1 IN0 = 0.120628
ADC1 IN0 = 5.080000
ADC1 IN0 = 0.098611
ADC1 IN0 = 5.080000
ADC1 IN0 = 5.080000
ADC1 IN0 = 0.089248
ADC1 IN0 = 5.080000
ADC1 IN0 = 0.095810
ADC1 IN0 = 5.080000
ADC1 IN0 = 5.080000
ADC1 IN0 = 0.095413
ADC1 IN0 = 5.080000
ADC1 IN0 = 0.089218

frequency =  3549.3964178573997
