ID Read success  
REG_MODE2 success
REG_REFMUX success
REG_MODE0 success
09/13/2022,  Range is 5[kV/m], Resistor is 2.2[kOhm]
Timestamp 	voltage[V] 	current[mA] 	field strength[kV/m]
22:21:13.608	0.029570	0.013441	0.067203
22:21:13.659	0.034085	0.015493	0.077465
22:21:13.709	0.028851	0.013114	0.065571
22:21:13.760	0.033543	0.015247	0.076233
22:21:13.811	0.030126	0.013693	0.068467
22:21:13.862	0.030576	0.013898	0.069490
22:21:13.913	0.027695	0.012589	0.062943
22:21:13.964	0.033950	0.015432	0.077160
22:21:14.015	0.019614	0.008916	0.044578
22:21:14.065	0.030469	0.013850	0.069248
22:21:14.116	0.028088	0.012767	0.063836
22:21:14.167	0.030994	0.014088	0.070442
22:21:14.218	0.026994	0.012270	0.061351
22:21:14.269	0.033222	0.015101	0.075504
22:21:14.320	0.031169	0.014168	0.070838
22:21:14.370	0.029163	0.013256	0.066280
22:21:14.421	0.028276	0.012853	0.064263
22:21:14.472	0.018955	0.008616	0.043079
22:21:14.523	0.032703	0.014865	0.074325
22:21:14.574	0.032734	0.014879	0.074395
22:21:14.625	0.031033	0.014106	0.070530
22:21:14.676	0.032558	0.014799	0.073995
22:21:14.727	0.030185	0.013720	0.068601
22:21:14.777	0.028084	0.012765	0.063827
22:21:14.828	0.026475	0.012034	0.060170
22:21:14.879	0.029865	0.013575	0.067876
22:21:14.930	0.030199	0.013727	0.068635
22:21:14.981	0.022033	0.010015	0.050076
22:21:15.033	0.004913	0.002233	0.011166
22:21:15.084	-0.002617	-0.001189	-0.005947
22:21:15.135	0.019183	0.008720	0.043598
22:21:15.187	0.023047	0.010476	0.052379
22:21:15.238	0.023319	0.010599	0.052997
22:21:15.289	0.030679	0.013945	0.069724
22:21:15.340	0.020541	0.009337	0.046684
22:21:15.391	0.024668	0.011213	0.056064
22:21:15.442	0.029616	0.013462	0.067309
22:21:15.493	-0.001653	-0.000751	-0.003757
22:21:15.544	0.015143	0.006883	0.034415
22:21:15.595	0.029849	0.013568	0.067838
22:21:15.646	0.023505	0.010684	0.053420
22:21:15.697	0.025612	0.011642	0.058209
22:21:15.748	0.032562	0.014801	0.074004
22:21:15.798	0.032464	0.014756	0.073782
22:21:15.849	0.034074	0.015488	0.077442
22:21:15.900	0.032415	0.014734	0.073671
22:21:15.951	0.026352	0.011978	0.059892
22:21:16.002	0.029720	0.013509	0.067546
22:21:16.053	0.023892	0.010860	0.054301
22:21:16.104	-0.021983	-0.009992	-0.049962
22:21:16.155	-0.018361	-0.008346	-0.041730
22:21:16.206	0.007001	0.003182	0.015911
22:21:16.258	0.005219	0.002372	0.011860
22:21:16.309	-0.002961	-0.001346	-0.006729
22:21:16.360	-0.017277	-0.007853	-0.039265
22:21:16.412	0.000530	0.000241	0.001205
22:21:16.463	0.002925	0.001330	0.006648
22:21:16.514	-0.001684	-0.000766	-0.003828
22:21:16.565	0.005478	0.002490	0.012450
22:21:16.616	0.024658	0.011208	0.056040
22:21:16.668	0.019254	0.008752	0.043759
22:21:16.719	0.022059	0.010027	0.050135
22:21:16.770	0.023707	0.010776	0.053880
22:21:16.821	0.030917	0.014053	0.070266
22:21:16.872	0.020258	0.009208	0.046041
22:21:16.923	0.025782	0.011719	0.058595
22:21:16.974	0.021266	0.009666	0.048331
22:21:17.025	0.012437	0.005653	0.028266
22:21:17.076	0.016436	0.007471	0.037354
22:21:17.127	0.021043	0.009565	0.047824
22:21:17.178	0.021765	0.009893	0.049467
22:21:17.229	0.023594	0.010724	0.053622
22:21:17.280	0.021807	0.009912	0.049561
22:21:17.331	0.022540	0.010245	0.051227
22:21:17.382	0.012615	0.005734	0.028671
22:21:17.433	0.022713	0.010324	0.051621
22:21:17.485	0.012621	0.005737	0.028685
22:21:17.535	-0.030301	-0.013773	-0.068866
22:21:17.586	0.025876	0.011762	0.058809
22:21:17.637	0.014858	0.006753	0.033767
22:21:17.688	-0.094958	-0.043163	-0.215814
22:21:17.739	0.019560	0.008891	0.044454
22:21:17.791	0.020978	0.009535	0.047677
22:21:17.842	0.024285	0.011039	0.055194
22:21:17.893	0.022690	0.010313	0.051567
22:21:17.944	0.034516	0.015689	0.078445
22:21:17.994	0.023123	0.010511	0.052553
22:21:18.045	0.029695	0.013498	0.067489
22:21:18.096	0.028151	0.012796	0.063980
22:21:18.147	0.035229	0.016013	0.080065
22:21:18.198	0.013762	0.006255	0.031277
22:21:18.249	0.032093	0.014588	0.072938
22:21:18.300	0.017209	0.007822	0.039111
22:21:18.351	0.006349	0.002886	0.014430
22:21:18.402	0.025018	0.011372	0.056859
22:21:18.454	0.024820	0.011282	0.056408
22:21:18.505	0.021193	0.009633	0.048167
22:21:18.556	0.034652	0.015751	0.078756
22:21:18.606	0.032080	0.014582	0.072908
22:21:18.657	0.033409	0.015186	0.075928
22:21:18.708	0.028463	0.012938	0.064690
22:21:18.759	0.032665	0.014848	0.074238
22:21:18.810	0.029405	0.013366	0.066830
22:21:18.861	0.030877	0.014035	0.070174
22:21:18.911	0.029731	0.013514	0.067571
22:21:18.962	0.035060	0.015936	0.079682
22:21:19.013	0.027792	0.012633	0.063164
22:21:19.064	0.032596	0.014816	0.074082
22:21:19.115	0.022090	0.010041	0.050205
22:21:19.166	0.032130	0.014605	0.073024
22:21:19.216	0.011287	0.005131	0.025653
22:21:19.267	0.030866	0.014030	0.070149
22:21:19.318	0.024999	0.011363	0.056816
22:21:19.369	0.034815	0.015825	0.079125
22:21:19.420	0.029889	0.013586	0.067928
22:21:19.471	-0.002251	-0.001023	-0.005115
22:21:19.522	0.025873	0.011760	0.058801
22:21:19.573	0.036487	0.016585	0.082925
22:21:19.624	0.031590	0.014359	0.071795
22:21:19.675	0.016980	0.007718	0.038591
22:21:19.725	0.035491	0.016132	0.080662
22:21:19.776	0.032503	0.014774	0.073870
22:21:19.827	0.029908	0.013594	0.067972
22:21:19.878	0.032294	0.014679	0.073395
22:21:19.929	0.032451	0.014750	0.073752
22:21:19.980	0.020700	0.009409	0.047044
22:21:20.031	0.024388	0.011085	0.055427
22:21:20.082	0.028083	0.012765	0.063826
22:21:20.133	0.028365	0.012893	0.064466
22:21:20.184	0.031078	0.014126	0.070631
22:21:20.235	0.015016	0.006825	0.034127
22:21:20.286	0.031183	0.014174	0.070870
22:21:20.336	0.034619	0.015736	0.078680
22:21:20.387	0.031883	0.014492	0.072461
22:21:20.438	0.028896	0.013134	0.065672
22:21:20.489	0.004580	0.002082	0.010409
22:21:20.540	0.025812	0.011733	0.058664
22:21:20.591	0.032895	0.014952	0.074761
22:21:20.642	0.030413	0.013824	0.069120
22:21:20.693	0.023970	0.010896	0.054478
22:21:20.744	0.032169	0.014622	0.073112
22:21:20.795	0.031068	0.014122	0.070608
22:21:20.845	0.029134	0.013243	0.066214
22:21:20.896	0.032305	0.014684	0.073420
22:21:20.947	0.033778	0.015354	0.076769
22:21:20.998	0.022869	0.010395	0.051976
22:21:21.049	0.023900	0.010864	0.054318
22:21:21.100	0.025380	0.011536	0.057681
22:21:21.151	0.031961	0.014528	0.072638
22:21:21.202	0.031019	0.014100	0.070499
22:21:21.253	0.022949	0.010431	0.052157
22:21:21.304	0.030857	0.014026	0.070130
22:21:21.355	0.026326	0.011966	0.059831
22:21:21.405	0.030109	0.013686	0.068429
22:21:21.456	0.035774	0.016261	0.081306
22:21:21.507	0.032526	0.014784	0.073922
22:21:21.558	0.033462	0.015210	0.076050
22:21:21.609	0.031163	0.014165	0.070824
22:21:21.660	0.034238	0.015563	0.077815
22:21:21.710	0.032406	0.014730	0.073650
22:21:21.761	0.031066	0.014121	0.070603
22:21:21.812	0.028101	0.012773	0.063865
22:21:21.863	0.030264	0.013756	0.068782
22:21:21.914	0.028635	0.013016	0.065080
22:21:21.965	0.034074	0.015488	0.077442
22:21:22.015	0.029710	0.013505	0.067523
22:21:22.066	0.023435	0.010652	0.053262
22:21:22.117	0.029984	0.013629	0.068145
22:21:22.168	0.030302	0.013774	0.068868
22:21:22.219	0.028276	0.012853	0.064264
22:21:22.270	0.030010	0.013641	0.068204
22:21:22.321	0.027680	0.012582	0.062909
22:21:22.371	0.031474	0.014306	0.071531
22:21:22.422	0.027000	0.012273	0.061365
22:21:22.473	0.030282	0.013765	0.068823
22:21:22.524	0.026983	0.012265	0.061325
22:21:22.575	0.027424	0.012465	0.062327
22:21:22.626	0.027591	0.012542	0.062708
22:21:22.677	0.030678	0.013945	0.069723
22:21:22.727	0.033242	0.015110	0.075550
22:21:22.778	0.028455	0.012934	0.064671
22:21:22.829	0.025872	0.011760	0.058801
22:21:22.880	0.016199	0.007363	0.036817
22:21:22.931	0.016925	0.007693	0.038467
22:21:22.982	0.021305	0.009684	0.048420
22:21:23.033	0.018547	0.008430	0.042152
22:21:23.084	0.013666	0.006212	0.031059
22:21:23.135	0.017051	0.007750	0.038752
22:21:23.185	0.020351	0.009251	0.046253
22:21:23.236	0.018091	0.008223	0.041115
22:21:23.287	0.022310	0.010141	0.050704
22:21:23.338	0.021753	0.009888	0.049438
22:21:23.389	0.001914	0.000870	0.004349
22:21:23.440	0.019798	0.008999	0.044995
22:21:23.491	0.027311	0.012414	0.062070
22:21:23.542	0.032110	0.014596	0.072978
22:21:23.593	0.029468	0.013394	0.066972
22:21:23.643	0.028711	0.013051	0.065253
22:21:23.694	0.031253	0.014206	0.071028
22:21:23.745	0.037046	0.016839	0.084195
22:21:23.796	0.030789	0.013995	0.069975
22:21:23.847	0.029319	0.013327	0.066634
22:21:23.898	0.030194	0.013725	0.068623
22:21:23.948	0.032126	0.014603	0.073014
22:21:23.999	0.028874	0.013124	0.065622
22:21:24.050	0.026540	0.012064	0.060319
22:21:24.101	0.024846	0.011293	0.056467
22:21:24.152	0.033691	0.015314	0.076571
22:21:24.203	0.029227	0.013285	0.066425
22:21:24.253	0.027604	0.012547	0.062737
22:21:24.304	0.029994	0.013634	0.068168
22:21:24.355	0.035305	0.016048	0.080239
22:21:24.406	0.029781	0.013537	0.067684
22:21:24.457	0.027793	0.012633	0.063165
22:21:24.508	0.021677	0.009853	0.049267
22:21:24.559	0.031920	0.014509	0.072546
22:21:24.610	0.026252	0.011933	0.059663
22:21:24.660	0.028556	0.012980	0.064900
22:21:24.711	0.026877	0.012217	0.061084
22:21:24.762	0.031018	0.014099	0.070495
22:21:24.825	-0.039700	-0.018045	-0.090227
22:21:24.876	0.020622	0.009374	0.046869
22:21:24.927	0.033958	0.015435	0.077177
22:21:24.978	0.024107	0.010958	0.054789
22:21:25.029	0.029490	0.013404	0.067022
22:21:25.080	0.027372	0.012442	0.062209
22:21:25.131	0.024642	0.011201	0.056005
22:21:25.182	0.031514	0.014325	0.071624
22:21:25.233	0.019199	0.008727	0.043634
22:21:25.284	0.029602	0.013456	0.067278
22:21:25.334	0.027091	0.012314	0.061571
22:21:25.385	0.031436	0.014289	0.071446
22:21:25.437	0.024583	0.011174	0.055871
22:21:25.488	0.023681	0.010764	0.053820
22:21:25.539	0.021828	0.009922	0.049609
22:21:25.590	0.030437	0.013835	0.069174
22:21:25.641	0.032738	0.014881	0.074405
22:21:25.692	0.025011	0.011369	0.056843
22:21:25.743	0.023541	0.010700	0.053502
22:21:25.794	0.021407	0.009730	0.048652
22:21:25.845	0.003972	0.001805	0.009027
22:21:25.896	0.003481	0.001582	0.007912
22:21:25.947	0.002099	0.000954	0.004770
22:21:25.998	0.025437	0.011562	0.057812
22:21:26.049	0.019096	0.008680	0.043401
22:21:26.101	0.003736	0.001698	0.008490
22:21:26.152	0.017002	0.007728	0.038640
22:21:26.203	0.025109	0.011413	0.057067
22:21:26.254	0.025286	0.011494	0.057469
22:21:26.305	0.024720	0.011236	0.056181
22:21:26.356	0.021467	0.009758	0.048789
22:21:26.407	0.022527	0.010239	0.051197
22:21:26.458	0.004750	0.002159	0.010796
22:21:26.510	0.019124	0.008693	0.043464
22:21:26.561	0.010227	0.004649	0.023243
22:21:26.612	0.006922	0.003146	0.015731
22:21:26.663	0.005071	0.002305	0.011524
22:21:26.714	-0.001819	-0.000827	-0.004135
22:21:26.765	-0.022547	-0.010249	-0.051244
22:21:26.816	-0.002754	-0.001252	-0.006259
22:21:26.868	-0.002645	-0.001202	-0.006010
22:21:26.919	0.027073	0.012306	0.061529
22:21:26.970	0.023688	0.010767	0.053837
22:21:27.021	0.030124	0.013693	0.068464
22:21:27.072	0.026525	0.012057	0.060285
22:21:27.123	0.023336	0.010607	0.053037
22:21:27.174	0.021811	0.009914	0.049570
22:21:27.225	0.023569	0.010713	0.053566
22:21:27.276	0.001132	0.000515	0.002573
22:21:27.327	0.004766	0.002167	0.010833
22:21:27.378	0.024859	0.011300	0.056499
22:21:27.429	0.030532	0.013878	0.069392
22:21:27.480	0.027489	0.012495	0.062475
22:21:27.531	0.036507	0.016594	0.082971
22:21:27.582	0.031474	0.014307	0.071533
22:21:27.633	0.030072	0.013669	0.068345
22:21:27.684	0.032163	0.014619	0.073097
22:21:27.735	0.010013	0.004552	0.022758
22:21:27.786	0.010418	0.004735	0.023677
22:21:27.837	0.015091	0.006859	0.034297
22:21:27.888	0.015135	0.006879	0.034397
22:21:27.939	0.014761	0.006710	0.033548
22:21:27.990	0.016200	0.007364	0.036818
22:21:28.041	0.022885	0.010402	0.052012
22:21:28.092	-0.068172	-0.030987	-0.154936
22:21:28.143	0.015742	0.007155	0.035777
22:21:28.195	0.012730	0.005787	0.028933
22:21:28.246	0.025590	0.011632	0.058160
22:21:28.296	0.031991	0.014541	0.072706
22:21:28.347	0.028944	0.013156	0.065782
22:21:28.398	0.032429	0.014741	0.073703
22:21:28.449	0.029531	0.013423	0.067116
22:21:28.500	0.032128	0.014604	0.073019
22:21:28.551	0.025157	0.011435	0.057174
22:21:28.602	0.018011	0.008187	0.040933
22:21:28.653	0.024428	0.011104	0.055519
22:21:28.705	-0.013366	-0.006076	-0.030378
22:21:28.756	0.006823	0.003101	0.015507
22:21:28.807	0.018169	0.008259	0.041293
22:21:28.858	0.024273	0.011033	0.055165
22:21:28.909	0.025549	0.011613	0.058067
22:21:28.960	0.024221	0.011009	0.055047
22:21:29.012	0.022419	0.010191	0.050953
22:21:29.063	0.023217	0.010553	0.052765
22:21:29.114	0.016978	0.007717	0.038586
22:21:29.165	0.035758	0.016254	0.081269
22:21:29.216	0.032559	0.014799	0.073997
22:21:29.266	0.030314	0.013779	0.068895
22:21:29.317	0.016113	0.007324	0.036621
22:21:29.368	0.030048	0.013658	0.068290
22:21:29.419	0.002351	0.001069	0.005343
22:21:29.471	0.000492	0.000224	0.001119
22:21:29.522	0.030655	0.013934	0.069671
22:21:29.573	0.031514	0.014325	0.071623
22:21:29.623	0.032026	0.014557	0.072787
22:21:29.674	0.025610	0.011641	0.058204
22:21:29.725	0.028221	0.012828	0.064139
22:21:29.776	0.031005	0.014093	0.070466
22:21:29.827	0.025300	0.011500	0.057500
22:21:29.878	0.034739	0.015790	0.078952
22:21:29.929	0.026528	0.012058	0.060290
22:21:29.980	0.024876	0.011307	0.056536
22:21:30.031	0.030831	0.014014	0.070070
22:21:30.082	0.026690	0.012132	0.060658
22:21:30.133	0.027572	0.012533	0.062664
22:21:30.184	0.030577	0.013899	0.069493
22:21:30.235	0.020516	0.009326	0.046628
22:21:30.285	0.030350	0.013795	0.068977
22:21:30.336	0.033764	0.015347	0.076737
22:21:30.387	0.033078	0.015036	0.075178
22:21:30.438	0.028647	0.013021	0.065107
22:21:30.489	0.033770	0.015350	0.076749
22:21:30.540	0.034335	0.015607	0.078033
22:21:30.590	0.026912	0.012233	0.061164
22:21:30.641	0.028458	0.012935	0.064676
22:21:30.692	0.017787	0.008085	0.040425
22:21:30.743	0.029845	0.013566	0.067830
22:21:30.794	0.030352	0.013797	0.068983
22:21:30.845	0.029858	0.013572	0.067860
22:21:30.896	0.031980	0.014536	0.072681
22:21:30.947	0.026836	0.012198	0.060991
22:21:30.998	0.031283	0.014220	0.071099
22:21:31.048	0.030016	0.013644	0.068219
22:21:31.099	0.027419	0.012463	0.062316
22:21:31.151	0.021295	0.009680	0.048399
22:21:31.201	0.029155	0.013252	0.066261
22:21:31.252	0.022620	0.010282	0.051409
22:21:31.303	0.031177	0.014171	0.070856
22:21:31.354	0.036304	0.016502	0.082509
22:21:31.405	0.036862	0.016755	0.083777
22:21:31.456	0.031408	0.014277	0.071383
22:21:31.507	0.033970	0.015441	0.077205
22:21:31.558	0.033471	0.015214	0.076070
22:21:31.608	0.028815	0.013098	0.065488
22:21:31.659	0.030190	0.013723	0.068614
22:21:31.710	0.032903	0.014956	0.074779
22:21:31.761	0.032246	0.014657	0.073287
22:21:31.812	0.029555	0.013434	0.067171
22:21:31.863	0.031427	0.014285	0.071425
22:21:31.913	0.034750	0.015796	0.078978
22:21:31.964	0.027235	0.012380	0.061898
22:21:32.015	0.032258	0.014663	0.073313
22:21:32.066	0.031480	0.014309	0.071545
22:21:32.117	0.035833	0.016288	0.081439
22:21:32.168	0.036619	0.016645	0.083224
22:21:32.218	0.032389	0.014722	0.073611
22:21:32.269	0.031748	0.014431	0.072155
22:21:32.320	0.033096	0.015044	0.075218
22:21:32.371	0.034457	0.015662	0.078312
22:21:32.422	0.032020	0.014555	0.072773
22:21:32.473	0.036074	0.016397	0.081987
22:21:32.523	0.030221	0.013737	0.068685
22:21:32.574	0.032995	0.014998	0.074989
22:21:32.625	0.031219	0.014191	0.070953
22:21:32.676	0.033167	0.015076	0.075379
22:21:32.727	0.030584	0.013902	0.069509
22:21:32.778	0.031708	0.014413	0.072063
22:21:32.828	0.027677	0.012580	0.062902
22:21:32.879	0.026815	0.012189	0.060944
22:21:32.930	0.028182	0.012810	0.064050
22:21:32.981	0.024610	0.011186	0.055931
22:21:33.032	0.026380	0.011991	0.059954
22:21:33.083	0.026864	0.012211	0.061055
22:21:33.134	0.030711	0.013960	0.069798
22:21:33.185	0.026594	0.012088	0.060440
22:21:33.235	-0.001732	-0.000787	-0.003936
22:21:33.286	0.015287	0.006948	0.034742
22:21:33.337	0.018137	0.008244	0.041220
22:21:33.388	-0.059466	-0.027030	-0.135151
22:21:33.439	0.018772	0.008533	0.042663
22:21:33.490	0.015711	0.007141	0.035706
22:21:33.541	0.019882	0.009037	0.045186
22:21:33.592	0.022379	0.010172	0.050862
22:21:33.642	0.022208	0.010095	0.050473
22:21:33.693	0.021733	0.009879	0.049393
22:21:33.744	0.023704	0.010775	0.053874
22:21:33.795	0.027955	0.012707	0.063533
22:21:33.846	0.031269	0.014213	0.071065
22:21:33.897	0.033790	0.015359	0.076796
22:21:33.948	0.031448	0.014295	0.071473
22:21:33.999	0.030392	0.013815	0.069074
22:21:34.049	0.030156	0.013707	0.068535
22:21:34.100	0.026723	0.012147	0.060735
22:21:34.151	0.034371	0.015623	0.078115
22:21:34.202	0.031895	0.014498	0.072490
22:21:34.253	0.028219	0.012827	0.064134
22:21:34.304	0.032377	0.014717	0.073584
22:21:34.355	0.032877	0.014944	0.074720
22:21:34.405	0.030988	0.014086	0.070428
22:21:34.456	0.029834	0.013561	0.067805
22:21:34.507	0.024291	0.011041	0.055207
22:21:34.558	0.030883	0.014038	0.070189
22:21:34.609	0.030944	0.014066	0.070328
22:21:34.660	0.029214	0.013279	0.066396
22:21:34.711	0.033311	0.015141	0.075707
22:21:34.761	0.035253	0.016024	0.080121
22:21:34.812	0.030422	0.013828	0.069140
22:21:34.863	0.030223	0.013738	0.068688
22:21:34.914	0.031637	0.014381	0.071903
22:21:34.965	0.027111	0.012323	0.061616
22:21:35.016	0.031133	0.014151	0.070757
22:21:35.067	0.031225	0.014193	0.070966
22:21:35.118	0.028906	0.013139	0.065695
22:21:35.169	0.036363	0.016529	0.082643
22:21:35.219	0.033084	0.015038	0.075190
22:21:35.270	0.029777	0.013535	0.067674
22:21:35.321	0.030494	0.013861	0.069304
22:21:35.372	0.033473	0.015215	0.076074
22:21:35.423	0.032457	0.014753	0.073766
22:21:35.474	0.034131	0.015514	0.077571
22:21:35.525	0.027354	0.012434	0.062168
22:21:35.575	0.035244	0.016020	0.080101
22:21:35.626	0.029535	0.013425	0.067125
22:21:35.677	0.032051	0.014569	0.072844
22:21:35.728	0.022416	0.010189	0.050946
22:21:35.779	0.030938	0.014063	0.070313
22:21:35.830	0.024083	0.010947	0.054734
22:21:35.881	0.025045	0.011384	0.056920
22:21:35.933	0.001824	0.000829	0.004144
22:21:35.984	-0.001867	-0.000848	-0.004242
22:21:36.035	-0.005922	-0.002692	-0.013460
22:21:36.086	0.026570	0.012077	0.060386
22:21:36.137	0.026495	0.012043	0.060215
22:21:36.188	0.021655	0.009843	0.049216
22:21:36.239	0.025337	0.011517	0.057583
22:21:36.291	0.000267	0.000121	0.000606
22:21:36.342	0.022313	0.010142	0.050711
22:21:36.393	0.023282	0.010583	0.052913
22:21:36.444	0.022160	0.010073	0.050363
22:21:36.495	0.024000	0.010909	0.054545
22:21:36.546	0.037162	0.016892	0.084458
22:21:36.597	0.033520	0.015236	0.076182
22:21:36.647	0.030815	0.014007	0.070035
22:21:36.698	0.024291	0.011041	0.055207
22:21:36.750	0.023538	0.010699	0.053495
22:21:36.801	0.002764	0.001256	0.006282
22:21:36.852	0.019223	0.008738	0.043689
22:21:36.903	0.004429	0.002013	0.010066
22:21:36.954	0.000118	0.000054	0.000269
22:21:37.005	0.010908	0.004958	0.024790
22:21:37.056	-0.001033	-0.000469	-0.002347
22:21:37.107	0.000625	0.000284	0.001420
22:21:37.159	0.004494	0.002043	0.010214
22:21:37.210	0.002824	0.001284	0.006419
22:21:37.261	-0.000044	-0.000020	-0.000101
22:21:37.312	0.023814	0.010825	0.054124
22:21:37.363	0.020011	0.009096	0.045479
22:21:37.414	0.023123	0.010511	0.052553
22:21:37.465	0.022885	0.010402	0.052011
22:21:37.517	0.023336	0.010607	0.053037
22:21:37.568	0.024754	0.011252	0.056260
22:21:37.619	0.001862	0.000846	0.004232
22:21:37.670	0.026843	0.012202	0.061008
22:21:37.721	0.034937	0.015881	0.079403
22:21:37.772	0.029254	0.013297	0.066486
22:21:37.823	0.025443	0.011565	0.057825
22:21:37.874	0.024372	0.011078	0.055390
22:21:37.925	0.025765	0.011712	0.058558
22:21:37.976	0.029283	0.013311	0.066553
22:21:38.027	0.030828	0.014013	0.070065
22:21:38.077	0.033460	0.015209	0.076044
22:21:38.128	0.035859	0.016300	0.081498
22:21:38.179	0.028614	0.013007	0.065033
22:21:38.230	0.029285	0.013311	0.066556
22:21:38.281	0.034855	0.015843	0.079216
22:21:38.332	0.022845	0.010384	0.051921
22:21:38.383	0.002394	0.001088	0.005441
22:21:38.434	0.025274	0.011488	0.057440
22:21:38.485	0.025205	0.011457	0.057284
22:21:38.536	0.031103	0.014138	0.070688
22:21:38.587	0.018376	0.008353	0.041763
22:21:38.638	0.031283	0.014220	0.071098
22:21:38.689	0.014514	0.006597	0.032986
22:21:38.740	0.014118	0.006417	0.032086
22:21:38.791	0.015544	0.007066	0.035328
22:21:38.842	0.029609	0.013459	0.067294
22:21:38.893	0.021806	0.009912	0.049558
22:21:38.944	0.026247	0.011930	0.059652
22:21:38.994	0.018135	0.008243	0.041216
22:21:39.045	0.025254	0.011479	0.057395
22:21:39.096	-0.051203	-0.023274	-0.116370
22:21:39.147	0.030785	0.013993	0.069965
22:21:39.198	0.024631	0.011196	0.055980
22:21:39.249	0.023680	0.010764	0.053818
22:21:39.300	0.021274	0.009670	0.048349
22:21:39.351	0.038350	0.017432	0.087159
22:21:39.402	0.022147	0.010067	0.050334
22:21:39.452	0.031372	0.014260	0.071300
22:21:39.503	0.026918	0.012235	0.061177
22:21:39.554	0.031401	0.014273	0.071367
22:21:39.605	0.031630	0.014377	0.071886
22:21:39.656	0.029187	0.013267	0.066334
22:21:39.707	0.033549	0.015250	0.076248
22:21:39.758	0.034282	0.015583	0.077913
22:21:39.809	0.030172	0.013715	0.068573
22:21:39.859	0.028372	0.012897	0.064483
22:21:39.910	0.032498	0.014772	0.073858
22:21:39.961	0.026271	0.011941	0.059707
22:21:40.012	0.031583	0.014356	0.071779
22:21:40.063	0.034747	0.015794	0.078971
22:21:40.114	0.025786	0.011721	0.058605
22:21:40.165	0.036671	0.016669	0.083344
22:21:40.216	0.033004	0.015002	0.075010
22:21:40.266	0.029240	0.013291	0.066454
22:21:40.318	-0.006875	-0.003125	-0.015624
22:21:40.369	0.004816	0.002189	0.010945
22:21:40.420	-0.007810	-0.003550	-0.017751
22:21:40.471	0.022006	0.010003	0.050014
22:21:40.522	0.030596	0.013907	0.069537
22:21:40.573	0.034953	0.015888	0.079438
22:21:40.624	0.033890	0.015405	0.077024
22:21:40.675	0.023727	0.010785	0.053924
22:21:40.726	0.030213	0.013733	0.068667
22:21:40.777	0.032800	0.014909	0.074546
22:21:40.828	0.014058	0.006390	0.031951
22:21:40.878	0.033613	0.015279	0.076394
22:21:40.929	0.030991	0.014087	0.070433
22:21:40.980	0.034361	0.015619	0.078093
22:21:41.031	0.033493	0.015224	0.076120
22:21:41.082	0.031185	0.014175	0.070875
22:21:41.133	0.022440	0.010200	0.051001
22:21:41.184	0.034395	0.015634	0.078170
22:21:41.235	0.019513	0.008869	0.044347
22:21:41.286	0.026033	0.011833	0.059166
22:21:41.336	0.029220	0.013282	0.066409
22:21:41.387	0.035302	0.016046	0.080231
22:21:41.438	0.030813	0.014006	0.070030
22:21:41.489	0.033098	0.015045	0.075223
22:21:41.540	0.030690	0.013950	0.069750
22:21:41.591	0.036342	0.016519	0.082596
22:21:41.641	0.030644	0.013929	0.069645
22:21:41.692	0.030335	0.013789	0.068943
22:21:41.743	0.029763	0.013529	0.067644
22:21:41.794	0.032224	0.014647	0.073237
22:21:41.845	0.030614	0.013915	0.069576
22:21:41.896	0.033168	0.015076	0.075382
22:21:41.946	0.029566	0.013439	0.067195
22:21:41.997	0.038468	0.017486	0.087428
22:21:42.048	0.030461	0.013846	0.069231
22:21:42.099	0.015556	0.007071	0.035355
22:21:42.150	0.029375	0.013352	0.066762
22:21:42.201	0.032256	0.014662	0.073310
22:21:42.252	0.030837	0.014017	0.070084
22:21:42.302	0.032611	0.014823	0.074116
22:21:42.353	0.035912	0.016323	0.081617
22:21:42.404	0.031979	0.014536	0.072680
22:21:42.455	0.031801	0.014455	0.072274
22:21:42.506	0.034181	0.015537	0.077684
22:21:42.557	0.034648	0.015749	0.078745
22:21:42.607	0.030941	0.014064	0.070321
22:21:42.658	0.029854	0.013570	0.067849
22:21:42.709	0.033536	0.015244	0.076219
22:21:42.760	0.032609	0.014822	0.074112
22:21:42.811	0.029085	0.013220	0.066102
22:21:42.862	0.033186	0.015085	0.075423
22:21:42.912	0.037206	0.016912	0.084560
22:21:42.963	0.037811	0.017187	0.085935
22:21:43.014	0.038134	0.017334	0.086669
22:21:43.065	0.032934	0.014970	0.074851
22:21:43.116	0.006006	0.002730	0.013650
22:21:43.167	0.021244	0.009656	0.048281
22:21:43.218	0.032573	0.014806	0.074030
22:21:43.269	0.022901	0.010410	0.052048
22:21:43.320	0.035832	0.016287	0.081436
22:21:43.371	0.037902	0.017228	0.086141
22:21:43.422	0.033875	0.015398	0.076989
22:21:43.472	0.031882	0.014492	0.072458
22:21:43.523	0.034533	0.015697	0.078483
22:21:43.574	0.033178	0.015081	0.075405
22:21:43.625	0.032308	0.014685	0.073427
22:21:43.676	0.030415	0.013825	0.069126
22:21:43.727	0.033607	0.015276	0.076379
22:21:43.777	0.033565	0.015257	0.076285
22:21:43.828	0.038860	0.017664	0.088319
22:21:43.879	0.034015	0.015461	0.077307
22:21:43.930	0.034398	0.015636	0.078178
22:21:43.981	0.001694	0.000770	0.003850
22:21:44.032	0.026796	0.012180	0.060900
22:21:44.083	0.031788	0.014449	0.072245
22:21:44.134	0.035648	0.016204	0.081018
